group_id	event_id	ref_id	event_type	long_3SS_ref_maxEntScan	long_3SS_var_maxEntScan	short_3SS_ref_maxEntScan	short_3SS_var_maxEntScan	long_3SS_status	short_3SS_status
102	102;A3:102:44-169:44-227:+	32534	A3	6.6	6.6	4.98	4.98	Same	Same
10301	10301;A3:10301:44-219:44-243:+	23637	A3	9.13	9.13	-21.45	-24.45	Same	Same
10302	10302;A3:10302:44-234:44-237:+	7280	A3	6.84	-1.91	3.47	7.07	Destroyed	Same
10303	10303;A3:10303:44-164:44-253:+	10145	A3	6.42	6.42	6.95	6.95	Same	Same
10304	10304;A3:10304:44-206:44-264:+	1602	A3	7.13	7.13	1.12	1.12	Same	Same
10310	10310;A3:10310:44-176:44-213:+	3817	A3	11.21	11.21	5.57	5.57	Same	Same
10311	10311;A3:10311:44-188:44-227:+	32534	A3	0.27	0.27	4.98	4.98	Same	Same
10311	10311;A3:10311:44-169:44-227:+	32534	A3	6.6	6.6	4.98	4.98	Same	Same
10311	10311;A3:10311:44-169:44-188:+	32534	A3	6.6	6.6	0.27	0.27	Same	Same
10314	10314;A3:10314:44-163:44-205:+	20600	A3	5.69	5.69	10.83	10.83	Same	Same
10317	10317;A3:10317:44-213:44-232:+	21519	A3	7.19	7.19	1.55	1.55	Same	Same
10318	10318;A3:10318:44-205:44-206:+	5345	A3	9.6	9.6	-9.77	-9.77	Same	Same
10319	10319;A3:10319:44-234:44-237:+	7280	A3	6.84	6.84	3.47	3.47	Same	Same
10321	10321;A3:10321:44-207:44-212:+	1684	A3	13.07	13.07	3.11	3.11	Same	Same
10322	10322;A3:10322:44-212:44-267:+	25564	A3	4.3	4.3	-0.66	-0.66	Same	Same
10323	10323;A3:10323:44-279:44-280:+	25757	A3	10.49	10.49	-9.33	-9.33	Same	Same
10324	10324;A3:10324:44-212:44-241:+	5371	A3	7.95	7.95	7.47	7.47	Same	Same
10324	10324;A3:10324:44-166:44-212:+	5371	A3	-0.86	-0.86	7.95	7.95	Same	Same
10324	10324;A3:10324:44-166:44-241:+	5371	A3	-0.86	-0.86	7.47	7.47	Same	Same
10324	10324;A3:10324:44-163:44-212:+	5371	A3	0.83	0.83	7.95	7.95	Same	Same
10324	10324;A3:10324:44-163:44-166:+	5371	A3	0.83	0.83	-0.86	-0.86	Same	Same
10324	10324;A3:10324:44-163:44-241:+	5371	A3	0.83	0.83	7.47	7.47	Same	Same
10328	10328;A3:10328:44-164:44-205:+	30103	A3	8.01	8.01	8.33	8.33	Same	Same
1032	1032;A3:1032:44-212:44-229:+	3543	A3	9.75	9.75	6.25	6.25	Same	Same
10333	10333;A3:10333:44-213:44-232:+	21519	A3	7.19	7.19	1.55	2.56	Same	Same
10334	10334;A3:10334:44-161:44-228:+	22223	A3	10.3	10.3	13.0	13.0	Same	Same
10335	10335;A3:10335:44-208:44-239:+	20401	A3	7.63	7.63	6.81	6.81	Same	Same
10336	10336;A3:10336:44-216:44-230:+	20679	A3	7.18	7.18	0.04	0.04	Same	Same
10336	10336;A3:10336:44-216:44-253:+	20679	A3	7.18	7.18	-2.89	-3.04	Same	Same
10336	10336;A3:10336:44-230:44-253:+	20679	A3	0.04	0.04	-2.89	-3.04	Same	Same
10337	10337;A3:10337:44-160:44-212:+	14612	A3	7.85	7.85	6.57	6.57	Same	Same
10338	10338;A3:10338:44-169:44-227:+	32534	A3	6.6	6.6	4.98	4.98	Same	Same
1033	1033;A3:1033:44-160:44-206:+	16599	A3	4.88	4.88	7.52	7.52	Same	Same
10343	10343;A3:10343:44-229:44-246:+	26332	A3	8.0	8.0	-5.01	-5.01	Same	Same
