group_id	event_id	ref_id	event_type	long_5SS_ref_maxEntScan	long_5SS_var_maxEntScan	short_5SS_ref_maxEntScan	short_5SS_var_maxEntScan	long_5SS_status	short_5SS_status
10349	10349;A5:10349:290-1004:280-1004:+	1853	A5	-11.26	-11.26	2.95	2.95	Same	Same
1034	1034;A5:1034:44-213:28-213:+	9442	A5	8.08	8.08	6.13	6.13	Same	Same
10386	10386;A5:10386:44-213:28-213:+	9442	A5	8.08	8.08	6.13	6.13	Same	Same
10392	10392;A5:10392:311-1003:287-1003:+	4081	A5	4.69	4.69	6.34	6.34	Same	Same
10402	10402;A5:10402:44-213:28-213:+	9442	A5	8.08	8.08	6.13	6.13	Same	Same
10406	10406;A5:10406:305-1004:221-1004:+	3817	A5	7.46	7.46	6.06	6.06	Same	Same
10413	10413;A5:10413:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
10433	10433;A5:10433:299-1004:284-1004:+	4286	A5	-1.41	-1.41	1.6	1.6	Same	Same
10466	10466;A5:10466:44-219:28-219:+	21478	A5	8.08	8.08	6.13	6.13	Same	Same
10470	10470;A5:10470:303-1004:240-1004:+	19880	A5	2.37	2.37	7.46	4.58	Same	Same
10482	10482;A5:10482:44-205:40-205:+	28384	A5	8.08	8.08	-0.9	-0.9	Same	Same
1048	1048;A5:1048:44-212:28-212:+	14612	A5	8.08	8.08	6.13	6.13	Same	Same
10506	10506;A5:10506:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
10508	10508;A5:10508:268-1004:251-1004:+	11151	A5	-28.26	-28.26	0.99	0.99	Same	Same
10512	10512;A5:10512:44-215:28-215:+	2924	A5	8.08	8.08	6.13	6.13	Same	Same
10515	10515;A5:10515:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
10521	10521;A5:10521:318-1004:305-1004:+	7277	A5	-1.95	-1.95	-1.06	-1.06	Same	Same
10577	10577;A5:10577:290-1004:280-1004:+	1853	A5	-11.26	-11.26	2.95	2.95	Same	Same
10594	10594;A5:10594:44-205:28-205:+	28873	A5	8.08	8.08	6.13	6.13	Same	Same
1061	1061;A5:1061:311-1004:294-1004:+	5675	A5	-2.63	5.13	5.67	5.67	GT/GC_switch	Same
10665	10665;A5:10665:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
10669	10669;A5:10669:318-1004:305-1004:+	7277	A5	-1.95	-1.95	-1.06	-1.06	Same	Same
10670	10670;A5:10670:274-1004:218-1004:+	14858	A5	10.24	10.24	2.02	2.02	Same	Same
10678	10678;A5:10678:44-207:28-207:+	8154	A5	8.08	8.08	6.13	6.13	Same	Same
1068	1068;A5:1068:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
10699	10699;A5:10699:276-1004:251-1004:+	3930	A5	9.49	9.49	-0.27	-0.27	Same	Same
1069	1069;A5:1069:44-237:28-237:+	14872	A5	8.08	8.08	6.13	6.13	Same	Same
1071	1071;A5:1071:290-1003:265-1003:+	2702	A5	9.49	9.49	-0.27	-0.27	Same	Same
10751	10751;A5:10751:44-237:28-237:+	14872	A5	8.08	8.08	6.13	6.13	Same	Same
10759	10759;A5:10759:44-215:28-215:+	2924	A5	8.08	8.08	6.13	6.13	Same	Same
10768	10768;A5:10768:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
10784	10784;A5:10784:290-1003:265-1003:+	2702	A5	9.49	9.49	-0.27	-0.27	Same	Same
10788	10788;A5:10788:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
10793	10793;A5:10793:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
10811	10811;A5:10811:317-1004:261-1004:+	28384	A5	2.36	2.36	9.49	5.94	Same	Same
10819	10819;A5:10819:319-1004:274-1004:+	16104	A5	1.31	1.31	6.51	6.51	Same	Same
10821	10821;A5:10821:251-1004:246-1004:+	11151	A5	0.99	0.99	-14.32	-14.32	Same	Same
1082	1082;A5:1082:318-1004:305-1004:+	7277	A5	-1.95	-1.95	-1.06	-1.06	Same	Same
10883	10883;A5:10883:299-1004:284-1004:+	4286	A5	-1.41	-1.41	1.6	1.6	Same	Same
10894	10894;A5:10894:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
10896	10896;A5:10896:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
10903	10903;A5:10903:279-1004:264-1004:+	2437	A5	-1.41	-1.41	1.6	1.6	Same	Same
10921	10921;A5:10921:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
10924	10924;A5:10924:44-279:43-279:+	17397	A5	8.08	8.08	-16.94	-16.94	Same	Same
10929	10929;A5:10929:299-1004:284-1004:+	4286	A5	-1.41	-1.41	1.6	1.6	Same	Same
10941	10941;A5:10941:44-214:28-214:+	13913	A5	8.08	8.08	6.13	6.13	Same	Same
10952	10952;A5:10952:290-1004:280-1004:+	1853	A5	-11.26	-11.26	2.95	2.95	Same	Same
10962	10962;A5:10962:44-220:28-220:+	5970	A5	8.08	8.08	6.13	6.13	Same	Same
10962	10962;A5:10962:44-227:28-227:+	5970	A5	8.08	8.08	6.13	6.13	Same	Same
1096	1096;A5:1096:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
10975	10975;A5:10975:44-211:28-211:+	366	A5	8.08	8.08	6.13	6.13	Same	Same
10984	10984;A5:10984:290-1004:280-1004:+	1853	A5	-11.26	-11.26	2.95	2.95	Same	Same
10988	10988;A5:10988:299-1003:247-1003:+	19313	A5	8.46	8.46	-11.79	4.36	Same	Created
10989	10989;A5:10989:44-206:28-206:+	16599	A5	8.08	8.08	6.13	6.13	Same	Same
11001	11001;A5:11001:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
11010	11010;A5:11010:44-237:28-237:+	14872	A5	8.08	8.08	6.13	6.13	Same	Same
11011	11011;A5:11011:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
11012	11012;A5:11012:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
11019	11019;A5:11019:44-215:28-215:+	2924	A5	8.08	8.08	6.13	6.13	Same	Same
11038	11038;A5:11038:44-206:28-206:+	479	A5	8.08	8.08	6.13	6.13	Same	Same
11055	11055;A5:11055:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
11086	11086;A5:11086:44-215:28-215:+	2924	A5	8.08	8.08	6.13	6.13	Same	Same
11095	11095;A5:11095:44-159:28-159:+	1987	A5	8.08	8.08	6.13	6.13	Same	Same
11097	11097;A5:11097:44-237:28-237:+	14872	A5	8.08	8.08	6.13	6.13	Same	Same
1111	1111;A5:1111:44-231:28-231:+	26076	A5	8.08	8.08	6.13	6.13	Same	Same
11120	11120;A5:11120:311-1003:287-1003:+	4081	A5	4.69	4.69	6.34	6.34	Same	Same
11122	11122;A5:11122:317-1004:261-1004:+	28384	A5	2.36	2.36	9.49	5.94	Same	Same
1112	1112;A5:1112:44-237:28-237:+	30306	A5	8.08	8.08	6.13	6.13	Same	Same
11148	11148;A5:11148:44-240:28-240:+	33292	A5	8.08	8.08	6.13	6.13	Same	Same
11171	11171;A5:11171:44-239:28-239:+	20401	A5	8.08	8.08	6.13	6.13	Same	Same
11176	11176;A5:11176:44-214:28-214:+	2596	A5	8.08	8.08	6.13	6.13	Same	Same
11191	11191;A5:11191:290-1004:280-1004:+	1853	A5	-11.26	-11.26	2.95	2.95	Same	Same
11197	11197;A5:11197:44-206:28-206:+	16599	A5	8.08	8.08	6.13	6.13	Same	Same
11202	11202;A5:11202:299-1004:284-1004:+	4286	A5	-1.41	-1.41	1.6	1.6	Same	Same
11208	11208;A5:11208:44-237:28-237:+	14872	A5	8.08	8.08	6.13	6.13	Same	Same
1120	1120;A5:1120:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
11213	11213;A5:11213:305-1004:221-1004:+	3817	A5	7.46	7.46	6.06	6.06	Same	Same
11239	11239;A5:11239:44-159:28-159:+	1987	A5	8.08	8.08	6.13	6.13	Same	Same
11240	11240;A5:11240:318-1004:305-1004:+	7277	A5	-1.95	-1.95	-1.06	-1.06	Same	Same
11253	11253;A5:11253:44-219:28-219:+	21478	A5	8.08	8.08	6.13	6.13	Same	Same
11270	11270;A5:11270:299-1004:284-1004:+	4286	A5	-1.41	-0.8	1.6	1.6	Same	Same
11273	11273;A5:11273:44-220:28-220:+	5970	A5	8.08	8.08	6.13	6.13	Same	Same
11279	11279;A5:11279:318-1004:305-1004:+	7277	A5	-1.95	-1.95	-1.06	-1.06	Same	Same
1128	1128;A5:1128:44-207:28-207:+	8154	A5	8.08	8.08	6.13	6.13	Same	Same
11300	11300;A5:11300:44-283:43-283:+	16296	A5	8.08	8.08	-16.94	-16.94	Same	Same
11310	11310;A5:11310:44-219:28-219:+	21478	A5	8.08	8.08	6.13	6.13	Same	Same
11318	11318;A5:11318:44-237:28-237:+	14872	A5	8.08	8.08	6.13	6.13	Same	Same
11327	11327;A5:11327:44-213:28-213:+	9442	A5	8.08	8.08	6.13	6.13	Same	Same
11328	11328;A5:11328:44-215:28-215:+	31842	A5	8.08	8.08	6.13	6.13	Same	Same
11337	11337;A5:11337:311-1003:287-1003:+	4081	A5	4.69	4.69	6.34	6.34	Same	Same
11341	11341;A5:11341:44-215:28-215:+	2924	A5	8.08	8.08	6.13	6.13	Same	Same
11368	11368;A5:11368:48-265:44-265:+	10882	A5	-0.86	-0.86	8.08	8.08	Same	Same
1137	1137;A5:1137:44-213:28-213:+	9442	A5	8.08	8.08	6.13	6.13	Same	Same
11390	11390;A5:11390:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
11390	11390;A5:11390:44-166:28-166:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
11423	11423;A5:11423:44-212:28-212:+	14612	A5	8.08	8.08	6.13	6.13	Same	Same
1142	1142;A5:1142:44-206:28-206:+	17483	A5	8.08	8.08	6.13	6.13	Same	Same
11441	11441;A5:11441:48-214:44-214:+	20011	A5	-0.86	-0.86	8.08	8.08	Same	Same
11442	11442;A5:11442:318-1004:305-1004:+	7277	A5	-1.95	-1.95	-1.06	-1.06	Same	Same
1144	1144;A5:1144:44-207:28-207:+	29517	A5	8.08	8.08	6.13	6.13	Same	Same
11455	11455;A5:11455:44-219:28-219:+	21478	A5	8.08	8.08	6.13	6.13	Same	Same
11457	11457;A5:11457:44-219:28-219:+	21478	A5	8.08	8.08	6.13	6.13	Same	Same
11458	11458;A5:11458:290-1003:265-1003:+	2702	A5	9.49	9.49	-0.27	-0.27	Same	Same
11463	11463;A5:11463:311-1003:287-1003:+	4081	A5	4.69	4.69	6.34	6.34	Same	Same
11467	11467;A5:11467:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
11499	11499;A5:11499:44-213:28-213:+	9442	A5	8.08	8.08	6.13	6.13	Same	Same
1152	1152;A5:1152:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
11534	11534;A5:11534:44-176:28-176:+	3817	A5	8.08	8.08	6.13	6.13	Same	Same
1156	1156;A5:1156:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
11576	11576;A5:11576:318-1004:305-1004:+	7277	A5	-1.95	-1.95	-1.06	-1.06	Same	Same
11596	11596;A5:11596:318-1004:305-1004:+	7277	A5	-1.95	-1.95	-1.06	-1.06	Same	Same
11610	11610;A5:11610:44-237:28-237:+	14872	A5	8.08	8.08	6.13	6.13	Same	Same
11630	11630;A5:11630:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
11637	11637;A5:11637:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
11644	11644;A5:11644:44-218:28-218:+	20209	A5	8.08	8.08	6.13	6.13	Same	Same
11656	11656;A5:11656:44-176:28-176:+	3817	A5	8.08	8.08	6.13	6.13	Same	Same
11678	11678;A5:11678:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
11681	11681;A5:11681:44-231:28-231:+	23272	A5	8.08	8.08	6.13	6.13	Same	Same
11682	11682;A5:11682:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
11696	11696;A5:11696:44-207:28-207:+	8154	A5	8.08	8.08	6.13	6.13	Same	Same
11741	11741;A5:11741:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
11748	11748;A5:11748:317-1004:261-1004:+	28384	A5	2.36	2.36	9.49	-1.5	Same	Same
11774	11774;A5:11774:44-212:28-212:+	14612	A5	8.08	8.08	6.13	6.13	Same	Same
11781	11781;A5:11781:303-1004:240-1004:+	19880	A5	2.37	2.37	7.46	7.46	Same	Same
11784	11784;A5:11784:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
11792	11792;A5:11792:44-215:28-215:+	2924	A5	8.08	8.08	6.13	6.13	Same	Same
11794	11794;A5:11794:251-1004:246-1004:+	11151	A5	0.99	0.99	-14.32	-14.32	Same	Same
11796	11796;A5:11796:48-217:44-217:+	4333	A5	-0.86	-0.86	8.08	8.08	Same	Same
11811	11811;A5:11811:44-206:28-206:+	16599	A5	8.08	8.08	6.13	6.13	Same	Same
11817	11817;A5:11817:44-217:28-217:+	12693	A5	8.08	8.08	6.13	6.13	Same	Same
11825	11825;A5:11825:44-237:28-237:+	14872	A5	8.08	8.08	6.13	6.13	Same	Same
11832	11832;A5:11832:299-1004:284-1004:+	4286	A5	-1.41	-1.41	1.6	1.6	Same	Same
1184	1184;A5:1184:290-1004:280-1004:+	1853	A5	-11.26	-11.26	2.95	2.95	Same	Same
11856	11856;A5:11856:44-206:28-206:+	1602	A5	8.08	8.08	6.13	6.13	Same	Same
11864	11864;A5:11864:44-176:28-176:+	3817	A5	8.08	8.08	6.13	6.13	Same	Same
11883	11883;A5:11883:315-1003:296-1003:+	32481	A5	-1.84	-1.84	5.73	5.73	Same	Same
11886	11886;A5:11886:303-1004:240-1004:+	19880	A5	2.37	2.37	7.46	7.46	Same	Same
11889	11889;A5:11889:279-1004:264-1004:+	2437	A5	-1.41	-1.41	1.6	1.6	Same	Same
11890	11890;A5:11890:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
1190	1190;A5:1190:44-214:28-214:+	2081	A5	8.08	8.08	6.13	6.13	Same	Same
11919	11919;A5:11919:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
11931	11931;A5:11931:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
11938	11938;A5:11938:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
11961	11961;A5:11961:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
11971	11971;A5:11971:318-1004:305-1004:+	7277	A5	-1.95	-1.95	-1.06	-1.06	Same	Same
11984	11984;A5:11984:290-1004:280-1004:+	1853	A5	-11.26	-11.26	2.95	2.95	Same	Same
1199	1199;A5:1199:44-213:28-213:+	9442	A5	8.08	8.08	6.13	6.13	Same	Same
12013	12013;A5:12013:305-1004:221-1004:+	3817	A5	7.46	7.46	6.06	6.06	Same	Same
12062	12062;A5:12062:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
12067	12067;A5:12067:268-1004:243-1004:+	33222	A5	-13.05	4.08	4.85	4.85	Same	Same
12081	12081;A5:12081:44-212:28-212:+	14612	A5	8.08	8.08	6.13	6.13	Same	Same
12095	12095;A5:12095:48-214:44-214:+	20011	A5	-0.86	-0.86	8.08	8.08	Same	Same
12106	12106;A5:12106:310-1004:296-1004:+	32761	A5	1.89	1.89	6.49	6.49	Same	Same
12113	12113;A5:12113:44-227:28-227:+	12410	A5	8.08	8.08	6.13	6.13	Same	Same
12141	12141;A5:12141:44-205:28-205:+	28873	A5	8.08	8.08	6.13	6.13	Same	Same
12148	12148;A5:12148:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
12176	12176;A5:12176:310-1004:296-1004:+	32761	A5	1.89	1.89	6.49	6.49	Same	Same
12177	12177;A5:12177:44-213:28-213:+	9442	A5	8.08	8.08	6.13	6.13	Same	Same
12180	12180;A5:12180:44-219:28-219:+	2702	A5	8.08	8.08	6.13	6.13	Same	Same
12191	12191;A5:12191:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
12208	12208;A5:12208:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
12211	12211;A5:12211:270-1004:264-1004:+	2437	A5	-3.61	5.95	1.6	1.6	Same	Same
12214	12214;A5:12214:299-1004:284-1004:+	4286	A5	-1.41	-1.41	1.6	1.6	Same	Same
12217	12217;A5:12217:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
12233	12233;A5:12233:44-209:28-209:+	16137	A5	8.08	8.08	6.13	6.13	Same	Same
12235	12235;A5:12235:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
12270	12270;A5:12270:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
12279	12279;A5:12279:303-1004:240-1004:+	19880	A5	2.37	2.37	7.46	7.46	Same	Same
12292	12292;A5:12292:318-1004:305-1004:+	7277	A5	-1.95	-1.95	-1.06	-1.06	Same	Same
12311	12311;A5:12311:290-1004:280-1004:+	1853	A5	-11.26	-11.26	2.95	2.95	Same	Same
12317	12317;A5:12317:44-213:28-213:+	9442	A5	8.08	8.08	6.13	6.13	Same	Same
12330	12330;A5:12330:318-1004:305-1004:+	7277	A5	-1.95	-1.95	-1.06	-1.06	Same	Same
12345	12345;A5:12345:44-227:28-227:+	17269	A5	8.08	8.08	6.13	6.13	Same	Same
12347	12347;A5:12347:44-237:28-237:+	14872	A5	8.08	8.08	6.13	6.13	Same	Same
12354	12354;A5:12354:44-215:40-215:+	14030	A5	8.08	8.08	-0.9	-0.9	Same	Same
12355	12355;A5:12355:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
12407	12407;A5:12407:318-1004:305-1004:+	7277	A5	-1.95	-1.95	-1.06	-1.06	Same	Same
12412	12412;A5:12412:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
12434	12434;A5:12434:44-240:28-240:+	33292	A5	8.08	8.08	6.13	6.13	Same	Same
12448	12448;A5:12448:44-215:28-215:+	2924	A5	8.08	8.08	6.13	6.13	Same	Same
12472	12472;A5:12472:44-205:28-205:+	28873	A5	8.08	8.08	6.13	6.13	Same	Same
12484	12484;A5:12484:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
12485	12485;A5:12485:44-211:28-211:+	366	A5	8.08	8.08	6.13	6.13	Same	Same
1250	1250;A5:1250:44-213:28-213:+	9442	A5	8.08	8.08	6.13	6.13	Same	Same
12510	12510;A5:12510:303-1004:275-1004:+	18881	A5	9.79	9.79	8.4	8.4	Same	Same
12527	12527;A5:12527:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
12528	12528;A5:12528:290-1004:280-1004:+	1853	A5	-11.26	-11.26	2.95	2.95	Same	Same
12533	12533;A5:12533:290-1004:280-1004:+	1853	A5	-11.26	-11.26	2.95	2.95	Same	Same
12557	12557;A5:12557:44-205:28-205:+	16724	A5	8.08	8.08	6.13	6.13	Same	Same
1255	1255;A5:1255:297-1003:286-1003:+	3543	A5	9.6	9.6	-5.75	10.28	Same	Created
1256	1256;A5:1256:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
12587	12587;A5:12587:44-205:28-205:+	16724	A5	8.08	8.08	6.13	6.13	Same	Same
12601	12601;A5:12601:318-1004:305-1004:+	7277	A5	-1.95	-1.95	-1.06	-1.06	Same	Same
12606	12606;A5:12606:279-1004:264-1004:+	2437	A5	-1.41	-1.41	1.6	1.6	Same	Same
12611	12611;A5:12611:48-265:44-265:+	10882	A5	-0.86	-0.86	8.08	8.08	Same	Same
12613	12613;A5:12613:44-205:28-205:+	16724	A5	8.08	8.08	6.13	6.13	Same	Same
12615	12615;A5:12615:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
12629	12629;A5:12629:44-205:28-205:+	28873	A5	8.08	8.08	6.13	6.13	Same	Same
12644	12644;A5:12644:44-207:28-207:+	8154	A5	8.08	8.08	6.13	6.13	Same	Same
12647	12647;A5:12647:310-1004:296-1004:+	32761	A5	1.89	1.89	6.49	6.49	Same	Same
12651	12651;A5:12651:289-1003:267-1003:+	19067	A5	7.67	7.67	-2.43	-2.43	Same	Same
12653	12653;A5:12653:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
1270	1270;A5:1270:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
12719	12719;A5:12719:297-1003:286-1003:+	3543	A5	9.6	9.6	-5.75	2.53	Same	Created
12721	12721;A5:12721:318-1004:305-1004:+	7277	A5	-1.95	-1.95	-1.06	-1.06	Same	Same
12732	12732;A5:12732:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
12750	12750;A5:12750:44-240:28-240:+	33292	A5	8.08	8.08	6.13	6.13	Same	Same
12751	12751;A5:12751:44-217:28-217:+	12693	A5	8.08	8.08	6.13	6.13	Same	Same
12751	12751;A5:12751:320-1003:292-1003:+	12693	A5	-1.37	-1.37	5.26	5.26	Same	Same
12752	12752;A5:12752:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
12753	12753;A5:12753:301-1004:280-1004:+	23133	A5	2.63	2.63	2.21	2.21	Same	Same
12758	12758;A5:12758:44-205:28-205:+	28873	A5	8.08	8.08	6.13	6.13	Same	Same
12792	12792;A5:12792:44-205:28-205:+	9540	A5	8.08	8.08	6.13	6.13	Same	Same
12795	12795;A5:12795:44-209:28-209:+	16137	A5	8.08	8.08	6.13	6.13	Same	Same
127	127;A5:127:311-1003:287-1003:+	4081	A5	4.69	4.69	6.34	6.34	Same	Same
127	127;A5:127:311-1003:300-1003:+	4081	A5	4.69	4.69	-0.73	-0.73	Same	Same
127	127;A5:127:300-1003:287-1003:+	4081	A5	-0.73	-0.73	6.34	6.34	Same	Same
12816	12816;A5:12816:276-1004:251-1004:+	3930	A5	9.49	9.49	-0.27	-0.27	Same	Same
12820	12820;A5:12820:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
12829	12829;A5:12829:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
12846	12846;A5:12846:44-205:28-205:+	9540	A5	8.08	8.08	6.13	6.13	Same	Same
12858	12858;A5:12858:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
12861	12861;A5:12861:44-212:28-212:+	5371	A5	8.08	8.08	6.13	6.13	Same	Same
12876	12876;A5:12876:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
12882	12882;A5:12882:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
12892	12892;A5:12892:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
12905	12905;A5:12905:44-209:28-209:+	23133	A5	8.08	8.08	6.13	6.13	Same	Same
12905	12905;A5:12905:301-1004:280-1004:+	23133	A5	2.63	2.63	2.21	2.21	Same	Same
12906	12906;A5:12906:276-1004:251-1004:+	3930	A5	9.49	9.49	-0.27	-0.27	Same	Same
12930	12930;A5:12930:44-237:28-237:+	30306	A5	8.08	8.08	6.13	6.13	Same	Same
12944	12944;A5:12944:44-207:28-207:+	29517	A5	8.08	8.08	6.13	6.13	Same	Same
12967	12967;A5:12967:312-1004:262-1004:+	7483	A5	4.81	4.81	1.91	1.91	Same	Same
12976	12976;A5:12976:44-159:28-159:+	1987	A5	8.08	8.08	6.13	6.13	Same	Same
12999	12999;A5:12999:44-240:28-240:+	33292	A5	8.08	8.08	6.13	6.13	Same	Same
13057	13057;A5:13057:44-213:28-213:+	9442	A5	8.08	8.08	6.13	6.13	Same	Same
